,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
774,"Research Director (Software Engineering, Data Science, AI/ML)",USD 102K - 158K (Glassdoor est.),Identify opportunities for innovation in our research operations and develop software solutions to address them.…,4.2,Resolution Technologies,"Atlanta, GA",51 to 200 Employees,2009,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$5 to $25 million (USD)
775,Cloud Data Engineer - Solution Specialist,USD 74K - 104K (Glassdoor est.),"Generate design, development, test plans, detailed functional specifications documents, user interface design, and process flow charts for execution of……",4.0,Deloitte,"Lake Mary, FL",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
776,Sr Data Analyst,USD 76K - 109K (Glassdoor est.),"Work collaboratively with Management Team to evaluate, design, execute, and monitor business processes across all departments ensuring that the outcomes align……",3.5,Kubota Tractor Corp,"Grapevine, TX",1001 to 5000 Employees,1971,Company - Private,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD)
777,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"New York, NY",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
778,Data Scientist (ETL) - TS/SCI w/Poly,USD 84K - 120K (Glassdoor est.),"May vary based on technical training, certification(s), or degree. 2+ years of related data science/statistical experience and 1+ years of software engineering……",3.9,General Dynamics Information Technology,"McLean, VA",10000+ Employees,1996,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$10+ billion (USD)
779,Statistician,USD 58.62 - 68.96 Per Hour (Employer est.),"Complete statistical analysis and collaborate with customers to develop/communicate interpretive report. Contribute experimental design, statistical analysis,……",3.8,Genesis10,"Neenah, WI",1001 to 5000 Employees,1999,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD)
780,Data Scientist/San Francisco Bay area - Contractor,USD 85.00 - 105.00 Per Hour (Employer est.),"2-4+ years of experience performing data analysis; or 2+ years of experience performing data analysis and a Master's degree or PhD in statistics, math, physical……",3.8,EY,"San Francisco, CA",10000+ Employees,1989,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD)
781,Senior Healthcare Data Scientist,USD 75K - 134K (Glassdoor est.),"Value-Based Healthcare Analysis: Conduct advanced economic analyses of value-based healthcare initiatives, including cost-effectiveness, cost-benefit, and cost……",3.2,Lifespark,St Louis Park,501 to 1000 Employees,2004,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
782,Senior Data Scientist - AI SFL Scientific,USD 99K - 133K (Glassdoor est.),"Design, develop and apply state-of-the-art methods within AI and machine learning, including the utilization of GANs, CNNs, RNNs, LSTMs, BERT, and other models……",4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
783,Data Scientist Senior Technical Specialist,USD 146K - 234K (Employer est.),"Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy……",3.6,Peraton,"Reston, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
784,"Manager, Data Scientist - Business Card & Payments",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. “Big data” doesn’t faze you.…,3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
785,Data Visualization PowerBI Developer,USD 77K - 101K (Glassdoor est.),"Perform technical risk analysis and reliability assessments. The Artificial Intelligence & Data Engineering team leverages the power of data, analytics,……",4.0,Deloitte,"Gilbert, AZ",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
786,TSS Data Scientist,USD 82K - 114K (Glassdoor est.),Leverage large sets of structured and unstructured data to develop tools and techniques for robust data analysis. HOW A DATA SCIENTIST WILL MAKE AN IMPACT.…,3.9,General Dynamics Information Technology,"Bossier City, LA",10000+ Employees,1996,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$10+ billion (USD)
787,Conversational AI Specialist,USD 65K - 110K (Employer est.),"Documenting conversational design, dialog flows, wireframes, and templates (flat vs goal-driven) to influence iterative approaches to improve conversational……",3.9,Discover Financial Services,"Riverwoods, IL",10000+ Employees,1985,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD)
788,Data Science Opportunities,USD 132K - 204K (Glassdoor est.),"Leads technical work of a scrum team: initiating and designing model solutions, driving end-to-end architecture designs of the team’s work, and holding the team……",4.4,Intuit,"Atlanta, GA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD)
789,"Sr. Data Scientist, Specialist",USD 85K - 116K (Glassdoor est.),"Research, develop, and implement advanced AI/ML solutions to support data-driven business decision making. Serve as the data science expert on cross functional……",3.7,Vanguard,"Malvern, PA",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
790,Senior Engineer - Generative AI Product Engineering,-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"San Jose, CA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
791,Deep Learning Data Science Manager,USD 117K - 161K (Glassdoor est.),"You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical……",4.0,Deloitte,"Atlanta, GA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
792,"Manager, Data Science - Card Fraud Detection",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. At least 4 years’ experience with SQL.…,3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
793,Lead Engineer - Data Science and Applied Statistics,-1,"Communicate to teams delivering design, manufacturing, assembly, test, field, and repair activities. Uses LEAN tools and approaches, including decision theory……",4.0,GE,"Evendale, OH",10000+ Employees,1892,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD)
794,"Associate Director, Commercial Data Science",USD 95K - 160K (Glassdoor est.),"Highly independent with the ability to develop innovative solutions to complex, unstructured problems. Strong background in data science, commercial analytics,……",4.2,Genmab,"Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
795,Senior Engineer - Generative AI Product Engineering,-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"San Francisco, CA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
796,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Richmond, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
797,Computer AI Engineer,USD 71K - 111K (Glassdoor est.),Strong problem-solving skills with an emphasis on manufacturing and process/product engineering. Developing vision models and data algorithms to increase and……,3.2,Howmet Aerospace,"Whitehall, MI",Unknown,1888,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
798,Solutions Architect (Artificial Intelligence),USD 150.00 - 200.00 Per Hour (Employer est.),"Strong communication and collaboration skills, with the ability to effectively convey complex technical concepts to both technical and non-technical……",4.0,"Tentek, Inc.","Culver City, CA",51 to 200 Employees,1992,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD)
799,Machine Learning Engineer/San Francisco Bay area - Contractor,USD 63.00 - 83.00 Per Hour (Employer est.),"2-4+ years of experience performing data analysis; or 2+ years of experience performing data analysis and a Master's degree or PhD in statistics, math, physical……",3.8,EY,"San Francisco, CA",10000+ Employees,1989,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD)
800,Senior Investment Data Analyst,USD 92K - 157K (Glassdoor est.),Ability to develop and maintain relationships with internal and external clients and stakeholders at all levels in the organization.…,3.7,Vanguard,"Malvern, PA",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
801,"Staff Machine Learning Software Engineer, New Initiatives - Remote",USD 174K - 228K (Glassdoor est.),Preferred Qualifications PhD in Computer Science or related field with research in machine learning Experience building 0→1 ML products at large (dropbox-level)……,4.4,Dropbox,"Austin, TX",1001 to 5000 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
802,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"San Francisco, CA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
803,"Senior Director Data Science, AI Innovation Lab",USD 127K - 173K (Glassdoor est.),"Bachelor's degree and 12 years of work experience in a mathematical, statistical, computer science, engineering, physics, economics, or related quantitative……",4.0,HCSC,"Austin, TX",10000+ Employees,1936,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
804,Data Scientist - Workforce Analytics,-1,"Our high performing team works with clients to implement the full spectrum of data analytics and data science, from data architecture and storage to data……",3.7,Guidehouse,United States,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
805,Expert Generative AI Prompt Engineer,USD 140K - 175K (Employer est.),"5+ years of professional experience in fields of language and human-computer interaction (i.e: linguistics, cognitive sciences, data science, psychology,……",3.9,Nestlé Purina Pet Care,"Saint Louis, MO",10000+ Employees,1894,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable
806,Advanced Analytics and Data Science Senior Manager,USD 155K (Employer est.),Partner with enterprise engineering and BI teams to construct downstream impact analysis and own change management communication for data sources.…,4.1,JMS Technical Solutions,"Katy, TX",1 to 50 Employees,2009,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
807,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
808,"Manager, Decision Science",USD 130K - 135K (Employer est.),Bachelor’s degree in analytical or related field with 7-8 years of work experience or master’s degree with 4-5 years of experience. _401(k) with company match_.…,3.9,Ariat International,"San Leandro, CA",201 to 500 Employees,1993,Company - Private,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD)
809,Data Scientist,-1,"MS or 4+ years of equivalent experience in a quantitative field (computer science, engineering, mathematics, business analytics, statistics).…",-1,LEGACY FRANCHISE SHARED SERVICES LLC,"Atlanta, GA",-1,-1,-1,-1,-1,-1
810,"NLP Data Scientist - Python | Machine Learning | AI - Hybrid - TS/SCI - Tampa, FL",USD 88K - 126K (Glassdoor est.),The Data Scientist will join a team responsible for developing advanced analytics products; applying data visualization and statistical programming tools to……,4.0,Deloitte,"Tampa, FL",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
811,"Senior Scientist, Commercial Data Science",USD 91K - 151K (Glassdoor est.),"Highly independent with the ability to develop innovative solutions to complex, unstructured problems. Strong background in data science, commercial analytics,……",4.2,Genmab,"Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
812,"Engineer, Generative AI",USD 160K - 190K (Employer est.),"Conduct research, design, and develop generative AI-driven features and experiences customized to the unique preferences and behaviors of our users.…",3.7,Vagaro,"Pleasanton, CA",201 to 500 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
813,"Data Scientist, Fulfillment and Operations",USD 90K - 110K (Employer est.),"Master’s degree in Statistics, Economics, Analytics, or other quantitative field with 3+ years of applicable experience OR Bachelor’s degree in Statistics,……",3.4,SupplyHouse,United States,501 to 1000 Employees,2004,Company - Private,Other Retail Stores,Retail & Wholesale,Unknown / Non-Applicable
814,Data Scientist,USD 77K - 118K (Glassdoor est.),"As a Data Scientist, you will play a crucial role in designing, developing, and implementing data science solutions to empower investigators and enhance our……",4.1,TechOp Solutions International,"Tampa, FL",1 to 50 Employees,2005,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD)
815,Data Scientist,USD 97K - 160K (Glassdoor est.),10+ years’ experience in Data Science or related field. The incumbent will assist with definition and implementation of data analysis and data modeling……,3.2,Quirch Foods,"Coral Gables, FL",201 to 500 Employees,1967,Company - Private,Wholesale,Retail & Wholesale,$500 million to $1 billion (USD)
816,Data Scientist Senior Technical Specialist,USD 146K - 234K (Employer est.),"Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy……",3.6,Peraton,"Reston, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
817,"Engineering Manager, Machine Learning",USD 190K - 210K (Employer est.),"Drive the research, design, and implementation of advanced ML and Generative AI algorithms to enhance model capabilities. 401k retirement plan with matching.…",3.7,Vagaro,"Pleasanton, CA",201 to 500 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
818,Principal Data Scientist - BCG X & BCG Fed,USD 253K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Atlanta, GA",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
819,Data Visualization PowerBI Developer,USD 77K - 105K (Glassdoor est.),"Perform technical risk analysis and reliability assessments. The Artificial Intelligence & Data Engineering team leverages the power of data, analytics,……",4.0,Deloitte,"Mechanicsburg, PA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
820,Principal Data Scientist,USD 132K - 195K (Glassdoor est.),Demonstrated ability to effectively communicate complex data insights to both technical and non-technical stakeholders through data visualization.…,3.5,Keolis Commuter Services,"Boston, MA",501 to 1000 Employees,1908,Company - Private,Taxi & Car Services,Transportation & Logistics,$1 to $5 billion (USD)
821,Principal Data Scientist - BCG X & BCG Fed,USD 253K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Washington, DC",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
822,Principal Data Scientist - AI Foundations,-1,"Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics) plus 3 years of experience in data analytics, or PhD in “STEM” field (Science……",3.9,Capital One,"New York, NY",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
823,Sr.Data Science Associate- Consumer Lending,USD 77K - 125K (Glassdoor est.),"Presents results of analyses to business units, explain technical and statistical concepts to non-technical/non-statistical associates and vice-versa.…",3.8,Santander Holdings USA Inc,"Boston, MA",5001 to 10000 Employees,1856,Company - Private,Banking & Lending,Financial Services,$500 million to $1 billion (USD)
824,"Data Scientist, Senior Associate",USD 86K - 138K (Employer est.),"A degree in a related field (e.g., Computer Info Sys, Engineering, in the physical/hard sciences, or other science disciplines with a substantial computational……",3.6,Peraton,"Fort Meade, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
825,Data Science Opportunities,USD 130K - 208K (Glassdoor est.),"Leads technical work of a scrum team: initiating and designing model solutions, driving end-to-end architecture designs of the team’s work, and holding the team……",4.4,Intuit,"San Diego, CA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD)
826,Machine Learning Engineer,USD 77K - 113K (Glassdoor est.),Demonstrated success applying advanced statistical methods and machine learning algorithms to production/field data using Python or R.…,3.2,Howmet Aerospace,"Whitehall, MI",Unknown,1888,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
827,"Manager, Data Scientist - Compliance Risk",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. At least 4 years’ experience with SQL.…,3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
828,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Atlanta, GA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
829,"Manager, Data Scientist - Business Card & Payments",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. At least 4 years’ experience with SQL.…,3.9,Capital One,"New York, NY",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
830,Principal Data Science,USD 127K - 177K (Employer est.),"Operates as a subject matter expert on statistical analysis, test and design of experiment, analysis methodology, modeling & application, and financial impact……",3.9,Discover Financial Services,"Riverwoods, IL",10000+ Employees,1985,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD)
831,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Atlanta, GA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
832,Lead Software Engineer- Big Data Streaming,USD 100K - 132K (Glassdoor est.),"Executes creative software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to……",4.0,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
833,Deep Learning Data Science Manager,USD 116K - 160K (Glassdoor est.),"You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical……",4.0,Deloitte,"Detroit, MI",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
834,Data Scientist,USD 112K - 160K (Glassdoor est.),Works with government staff to establish and implement program goals and provide key performance metrics to establish a strategic baseline.…,3.7,Guidehouse,"Washington, DC",1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
835,Senior Engineer - Generative AI Product Engineering,-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"San Francisco, CA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
836,"Reliability, Availability and Serviceability Expert, Datacenter AI Products Development",USD 188K - 357K (Employer est.),"Lead the data analysis of RAS/Resilience logs to refine, revise and overhaul test methodology and manufacturing flows; influence and drive software tools……",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD)
837,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"New York, NY",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
838,Generative AI Developer Consultant,USD 79K - 113K (Glassdoor est.),The GPS AI & Data Engineering (AI&DE) offering is responsible for developing advanced analytics products and applying data visualization and statistical……,4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
839,Cloud Engineer (Machine Learning Ops),-1,And we provide institutions and independent advisors with investment and technology solutions to help invest their own clients’ money.…,3.5,Fidelity TalentSource,"Durham, NC",51 to 200 Employees,1986,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable
840,Software Developer - AI Trainer (Contract),USD 40.00 Per Hour (Employer est.),You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure……,4.0,DataAnnotation,"Los Angeles, CA",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
841,Software Developer - AI Trainer (Contract),USD 40.00 Per Hour (Employer est.),You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure……,4.0,DataAnnotation,United States,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
842,Data Scientist,USD 80K - 192K (Employer est.),"A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g. physics, chemistry, biology,……",3.7,National Security Agency,"Fort Meade, MD",Unknown,1962,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable
843,Data Scientist,USD 86K - 138K (Employer est.),"Experience with Cloud-based data analysis tools including Hadoop and Mahout, Acumulo, Hive, Impala, Pig, and similar. Paid Time-Off and Holidays.…",3.6,Peraton,United States,10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
844,Data Scientist,USD 105K - 143K (Glassdoor est.),"Master’s Degree in Statistics, Data Science or related field. You will work collaboratively with data engineers and data mappers to design, build and scale our……",3.7,CARFAX,"Columbia, MO",1001 to 5000 Employees,1984,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable
845,Data Visualization PowerBI Developer,USD 84K - 112K (Glassdoor est.),"Perform technical risk analysis and reliability assessments. The Artificial Intelligence & Data Engineering team leverages the power of data, analytics,……",4.0,Deloitte,"Gilbert, AZ",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
846,Lead Software Engineer - Big Data PySpark/PySQL,USD 98K - 136K (Glassdoor est.),"Executes creative software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to……",4.0,JPMorgan Chase & Co,"Plano, TX",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
847,Data Scientist - Human Resources -,USD 132K - 209K (Glassdoor est.),Strong communication skills with the ability to explain complex technical concepts to non-technical audiences.…,3.3,AutoNation Headquarters,"Fort Lauderdale, FL",10000+ Employees,1996,Company - Public,Vehicle Dealers,Retail & Wholesale,$10+ billion (USD)
848,Lead/Senior Bioinformatics Research Scientist- Data Scientist,USD 104K - 186K (Employer est.),"Bachelor's degree in bioinformatics, cheminformatics, statistics/computer science (with a background in biological sciences or chemistry) or related field.…",4.6,St. Jude Children's Research Hospital,"Memphis, TN",5001 to 10000 Employees,1962,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
849,Lead Software Engineer - Data,USD 100K - 136K (Glassdoor est.),"Executes creative software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to……",4.0,JPMorgan Chase & Co,"Plano, TX",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
850,"Manager, Data Scientist - Business Card & Payments",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. “Big data” doesn’t faze you.…,3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
851,Data Scientist Technical Specialist,USD 146K - 234K (Employer est.),The candidate for this role will be involved in the analysis of unstructured and semi-structured data. Candidate selected must have an active TS/SCI clearance……,3.6,Peraton,"Reston, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
852,Senior Data Scientist,USD 117K - 167K (Glassdoor est.),"Master of Arts or Master of Science (MA/MS) degree required in Statistics, Biostatistics, Data Science, Information Management, or a closely related field.…",3.0,Garud Technology Services,"Washington, DC",Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
853,Data Access Management Specialist,USD 76K - 120K (Glassdoor est.),"Bachelor’s degree in computer science, Information Technology, or a related field. Experience with process design, implementation, and improvement.…",4.0,Sanofi,"Cambridge, MA",10000+ Employees,1973,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
854,Principal Data Scientist - BCG X & BCG Fed,USD 253K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Boston, MA",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
855,Research Data Scientist - Center for Health Data Science & Analytics,USD 73K - 115K (Glassdoor est.),"O Master’s degree in computer science, Clinical Informatics, Public Health Administration, Business Administration, or Engineering, or an MD with experience in……",4.3,Houston Methodist Academic Institute,"Houston, TX",10000+ Employees,1919,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
856,Senior Research Data Scientist - Center for Health Data Science & Analytics,USD 93K - 141K (Glassdoor est.),"Master's degree in computer science, Clinical Informatics, Public Health Administration, Business Administration, or Engineering, or an MD with experience in……",4.3,Houston Methodist Academic Institute,"Houston, TX",10000+ Employees,1919,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
857,Lead Software Engineer - AWS/Machine Learning,USD 117K - 158K (Glassdoor est.),"Executes creative software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to……",4.0,JPMorgan Chase & Co,"Houston, TX",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
858,Data Science Opportunities,USD 132K - 204K (Glassdoor est.),"Leads technical work of a scrum team: initiating and designing model solutions, driving end-to-end architecture designs of the team’s work, and holding the team……",4.4,Intuit,"Atlanta, GA",10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD)
859,Data Science Associate - Consumer Lending,USD 68K - 108K (Glassdoor est.),"Performs quantitative analysis, including alpha assessment, risk analysis, portfolio construction and return attribution to enhance investment strategies using……",3.8,Santander Holdings USA Inc,"Boston, MA",5001 to 10000 Employees,1856,Company - Private,Banking & Lending,Financial Services,$500 million to $1 billion (USD)
860,(Senior) Data Scientist - BCG X & BCG Fed,USD 145K - 190K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"New York, NY",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
861,Lead Data Scientist,USD 105K - 142K (Glassdoor est.),"Bachelors Degree in Data Science, Economics, Math, Statistics or related field with an emphasis on analytics and 8 years of experience in progressive data……",3.7,EcoLab,"Naperville, IL",10000+ Employees,1923,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD)
862,AI Machine Learning Engineer,USD 110K - 200K (Employer est.),"Design, develop, and implement machine learning models for various applications. Bachelor's/Master's/Ph.D. degree in Computer Science, Machine Learning, or a……",3.8,Trinity Solar Careers,"Iselin, NJ",1001 to 5000 Employees,1994,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD)
863,Principal Data Scientist Artificial Intelligence Machine Learning Scientist - Financial Advice,USD 125K - 168K (Glassdoor est.),"Strong technical knowledge on big data technologies, cloud, and opensource software tools. PhD in Computer Science, Statistics, Machine Learning, Data Science,……",3.7,Vanguard,"Malvern, PA",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
864,"Manager, Data Science - Card Fraud Detection",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. At least 4 years’ experience with SQL.…,3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
865,"VP, Gen AI Architecture Leader",USD 150K - 250K (Employer est.),"Extensive leadership experience in AI, machine learning, or a related technical field. Degree in Computer Science, Artificial Intelligence, or a related field.…",4.2,Synchrony Financial,"Stamford, CT",10000+ Employees,2014,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
